,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
4558,Campeonato 1985/86  - Liguilla Libertadores,12,Atl. Concepcion (T),0,3,Velez,94
4559,Metropolitano 1978 - Fecha 31,13,Atlanta,2,1,Banfield,14
4560,Metropolitano 1978 - Fecha 10,14,Banfield,0,3,Atlanta,13
4561,Metropolitano 1977 - Fecha 42,14,Banfield,0,1,Atlanta,13
4562,Metropolitano 1977 - Fecha 19,13,Atlanta,1,0,Banfield,14
4563,Metropolitano 1976 - Grupo Descenso,14,Banfield,3,0,Atlanta,13
4564,Metropolitano 1976 - Grupo A,14,Banfield,5,2,Atlanta,13
4565,Metropolitano 1976 - Grupo A,13,Atlanta,2,0,Banfield,14
4566,Nacional 1976 - Grupo B,13,Atlanta,2,0,Banfield,14
4567,Nacional 1976 - Grupo B,14,Banfield,5,1,Atlanta,13
4568,Metropolitano 1975 - Fecha 33,13,Atlanta,2,1,Banfield,14
4569,Metropolitano 1975 - Fecha 14,14,Banfield,1,2,Atlanta,13
4570,Metropolitano 1974 - Grupo A,13,Atlanta,2,2,Banfield,14
4571,Metropolitano 1974 - Grupo A,14,Banfield,0,2,Atlanta,13
4572,Metropolitano 1972 - Fecha 28,14,Banfield,0,1,Atlanta,13
4573,Metropolitano 1972 - Fecha 11,13,Atlanta,0,1,Banfield,14
4574,Nacional 1972 - Grupo Reclasificatorio,14,Banfield,3,3,Atlanta,13
4575,Metropolitano 1971 - Fecha 29,14,Banfield,1,1,Atlanta,13
4576,Metropolitano 1971 - Fecha 10,13,Atlanta,3,1,Banfield,14
4577,Metropolitano 1970 - Fecha 20,14,Banfield,0,0,Atlanta,13
4578,Nacional 1970 - Grupo B,14,Banfield,1,1,Atlanta,13
4579,Nacional 1970 - Grupo B,13,Atlanta,2,1,Banfield,14
4580,Metropolitano 1969 - Grupo A,14,Banfield,2,1,Atlanta,13
4581,Metropolitano 1969 - Grupo A,13,Atlanta,0,0,Banfield,14
4582,Metropolitano 1969 - Grupo Reclasificatorio,14,Banfield,0,2,Atlanta,13
4583,Metropolitano 1969 - Grupo Reclasificatorio,13,Atlanta,1,0,Banfield,14
4584,Metropolitano 1968 - Grupo A,13,Atlanta,3,0,Banfield,14
4585,Metropolitano 1968 - Grupo A,14,Banfield,1,0,Atlanta,13
4586,Campeonato 1966 - Fecha 26,14,Banfield,3,0,Atlanta,13
4587,Campeonato 1966 - Fecha 7,13,Atlanta,1,1,Banfield,14
4588,Campeonato 1965 - Fecha 28,14,Banfield,3,1,Atlanta,13
4589,Campeonato 1965 - Fecha 11,13,Atlanta,0,1,Banfield,14
4590,Campeonato 1964 - Fecha 24,14,Banfield,2,3,Atlanta,13
4591,Campeonato 1964 - Fecha 9,13,Atlanta,0,4,Banfield,14
4592,Campeonato 1963 - Fecha 16,13,Atlanta,1,5,Banfield,14
4593,Campeonato 1963 - Fecha 3,14,Banfield,0,2,Atlanta,13
4594,Campeonato 1952 - Fecha 17,14,Banfield,4,3,Atlanta,13
4595,Campeonato 1952 - Fecha 2,13,Atlanta,2,4,Banfield,14
4596,Campeonato 1951 - Fecha 23,14,Banfield,2,0,Atlanta,13
4597,Campeonato 1951 - Fecha 6,13,Atlanta,3,2,Banfield,14
4598,Campeonato 1950 - Fecha 28,13,Atlanta,1,0,Banfield,14
4599,Campeonato 1950 - Fecha 11,14,Banfield,3,0,Atlanta,13
4600,Campeonato 1949 - Fecha 32,13,Atlanta,2,0,Banfield,14
4601,Campeonato 1949 - Fecha 15,14,Banfield,2,0,Atlanta,13
4602,Campeonato 1947 - Fecha 29,14,Banfield,1,1,Atlanta,13
4603,Campeonato 1947 - Fecha 14,13,Atlanta,3,0,Banfield,14
4604,Campeonato 1944 - Fecha 19,13,Atlanta,3,3,Banfield,14
4605,Campeonato 1944 - Fecha 4,14,Banfield,2,3,Atlanta,13
4606,Campeonato 1943 - Fecha 24,13,Atlanta,7,3,Banfield,14
4607,Campeonato 1943 - Fecha 9,14,Banfield,0,0,Atlanta,13
4608,Campeonato 1942 - Fecha 23,13,Atlanta,3,1,Banfield,14
4609,Campeonato 1942 - Fecha 8,14,Banfield,2,2,Atlanta,13
4610,Campeonato 1941 - Fecha 22,13,Atlanta,1,2,Banfield,14
4611,Campeonato 1941 - Fecha 7,14,Banfield,3,5,Atlanta,13
4612,Campeonato 1940 - Fecha 23,13,Atlanta,1,0,Banfield,14
4613,Campeonato 1940 - Fecha 6,14,Banfield,7,3,Atlanta,13
4614,Nacional 1975 - Grupo D,13,Atlanta,6,1,Bartolome Mitre (M),15
4615,Nacional 1975 - Grupo D,15,Bartolome Mitre (M),2,2,Atlanta,13
4616,Nacional 1972 - Grupo A,13,Atlanta,6,1,Bartolome Mitre (M),15
4617,Nacional 1977 - Grupo D,16,Belgrano,1,0,Atlanta,13
4618,Nacional 1977 - Grupo D,13,Atlanta,1,3,Belgrano,16
4619,Nacional 1973 - Grupo B,13,Atlanta,2,1,Belgrano,16
4620,Metropolitano 1984 - Fecha 34,13,Atlanta,0,5,Boca Juniors,17
4621,Metropolitano 1984 - Fecha 15,17,Boca Juniors,1,2,Atlanta,13
4622,Metropolitano 1979 - Grupo B,17,Boca Juniors,0,0,Atlanta,13
4623,Metropolitano 1979 - Grupo B,13,Atlanta,2,3,Boca Juniors,17
4624,Metropolitano 1978 - Fecha 40,17,Boca Juniors,3,2,Atlanta,13
4625,Metropolitano 1978 - Fecha 19,13,Atlanta,1,1,Boca Juniors,17
4626,Metropolitano 1977 - Fecha 28,17,Boca Juniors,2,2,Atlanta,13
4627,Metropolitano 1977 - Fecha 5,13,Atlanta,1,0,Boca Juniors,17
4628,Metropolitano 1976 - Grupo A,13,Atlanta,2,1,Boca Juniors,17
4629,Metropolitano 1976 - Grupo A,17,Boca Juniors,3,0,Atlanta,13
4630,Metropolitano 1975 - Fecha 22,17,Boca Juniors,2,0,Atlanta,13
4631,Metropolitano 1975 - Fecha 3,13,Atlanta,0,2,Boca Juniors,17
4632,Metropolitano 1973 - Fecha 29,17,Boca Juniors,0,0,Atlanta,13
4633,Metropolitano 1973 - Fecha 12,13,Atlanta,1,0,Boca Juniors,17
4634,Nacional 1973 - Grupo B,17,Boca Juniors,4,1,Atlanta,13
4635,Metropolitano 1972 - Fecha 24,17,Boca Juniors,3,1,Atlanta,13
4636,Metropolitano 1972 - Fecha 7,13,Atlanta,2,1,Boca Juniors,17
4637,Metropolitano 1971 - Fecha 35,17,Boca Juniors,4,0,Atlanta,13
4638,Metropolitano 1971 - Fecha 16,13,Atlanta,1,3,Boca Juniors,17
4639,Nacional 1971 - Grupo B,13,Atlanta,1,1,Boca Juniors,17
4640,Metropolitano 1970 - Fecha 4,17,Boca Juniors,4,0,Atlanta,13
4641,Nacional 1970 - Grupo B,13,Atlanta,1,3,Boca Juniors,17
4642,Nacional 1970 - Grupo B,17,Boca Juniors,2,0,Atlanta,13
4643,Metropolitano 1969 - Grupo A,13,Atlanta,0,2,Boca Juniors,17
4644,Metropolitano 1969 - Grupo A,17,Boca Juniors,2,0,Atlanta,13
4645,Metropolitano 1968 - Grupo A,17,Boca Juniors,0,0,Atlanta,13
4646,Metropolitano 1968 - Grupo A,13,Atlanta,0,0,Boca Juniors,17
4647,Metropolitano 1967 - Grupo A,13,Atlanta,1,1,Boca Juniors,17
4648,Metropolitano 1967 - Grupo A,17,Boca Juniors,2,2,Atlanta,13
4649,Campeonato 1966 - Fecha 37,13,Atlanta,0,0,Boca Juniors,17
4650,Campeonato 1966 - Fecha 18,17,Boca Juniors,3,0,Atlanta,13
4651,Campeonato 1965 - Fecha 34,17,Boca Juniors,3,1,Atlanta,13
4652,Campeonato 1965 - Fecha 17,13,Atlanta,0,1,Boca Juniors,17
4653,Campeonato 1964 - Fecha 16,13,Atlanta,0,2,Boca Juniors,17
4654,Campeonato 1964 - Fecha 1,17,Boca Juniors,2,4,Atlanta,13
4655,Campeonato 1963 - Fecha 26,13,Atlanta,0,1,Boca Juniors,17
4656,Campeonato 1963 - Fecha 13,17,Boca Juniors,0,3,Atlanta,13
4657,Campeonato 1962 - Fecha 19,17,Boca Juniors,1,0,Atlanta,13
4658,Campeonato 1962 - Fecha 4,13,Atlanta,0,1,Boca Juniors,17
4659,Campeonato 1961 - Fecha 28,13,Atlanta,3,2,Boca Juniors,17
4660,Campeonato 1961 - Fecha 13,17,Boca Juniors,2,3,Atlanta,13
4661,Campeonato 1960 - Fecha 28,13,Atlanta,1,2,Boca Juniors,17
4662,Campeonato 1960 - Fecha 13,17,Boca Juniors,4,4,Atlanta,13
4663,Campeonato 1959 - Fecha 28,17,Boca Juniors,2,2,Atlanta,13
4664,Campeonato 1959 - Fecha 13,13,Atlanta,1,1,Boca Juniors,17
4665,Campeonato 1958 - Fecha 26,13,Atlanta,3,3,Boca Juniors,17
4666,Campeonato 1958 - Fecha 11,17,Boca Juniors,2,1,Atlanta,13
4667,Campeonato 1957 - Fecha 20,17,Boca Juniors,4,0,Atlanta,13
4668,Campeonato 1957 - Fecha 5,13,Atlanta,2,1,Boca Juniors,17
4669,Campeonato 1952 - Fecha 28,17,Boca Juniors,2,2,Atlanta,13
4670,Campeonato 1952 - Fecha 13,13,Atlanta,0,0,Boca Juniors,17
4671,Campeonato 1951 - Fecha 27,17,Boca Juniors,0,1,Atlanta,13
4672,Campeonato 1951 - Fecha 10,13,Atlanta,1,1,Boca Juniors,17
4673,Campeonato 1950 - Fecha 32,17,Boca Juniors,3,3,Atlanta,13
4674,Campeonato 1950 - Fecha 31,17,Boca Juniors,3,3,Atlanta,13
4675,Campeonato 1950 - Fecha 14,13,Atlanta,2,2,Boca Juniors,17
4676,Campeonato 1949 - Fecha 25,13,Atlanta,1,0,Boca Juniors,17
4677,Campeonato 1949 - Fecha 8,17,Boca Juniors,6,1,Atlanta,13
4678,Campeonato 1947 - Fecha 24,13,Atlanta,3,3,Boca Juniors,17
4679,Campeonato 1947 - Fecha 9,17,Boca Juniors,2,0,Atlanta,13
4680,Campeonato 1946 - Fecha 16,13,Atlanta,0,1,Boca Juniors,17
4681,Campeonato 1946 - Fecha 1,17,Boca Juniors,2,2,Atlanta,13
4682,Campeonato 1945 - Fecha 30,17,Boca Juniors,2,2,Atlanta,13
4683,Campeonato 1945 - Fecha 15,13,Atlanta,3,3,Boca Juniors,17
4684,Campeonato 1944 - Fecha 25,17,Boca Juniors,2,0,Atlanta,13
4685,Campeonato 1944 - Fecha 10,13,Atlanta,1,3,Boca Juniors,17
4686,Campeonato 1943 - Fecha 25,13,Atlanta,1,1,Boca Juniors,17
4687,Campeonato 1943 - Fecha 10,17,Boca Juniors,3,1,Atlanta,13
4688,Campeonato 1942 - Fecha 26,17,Boca Juniors,4,1,Atlanta,13
4689,Campeonato 1942 - Fecha 11,13,Atlanta,1,2,Boca Juniors,17
4690,Campeonato 1941 - Fecha 17,13,Atlanta,2,2,Boca Juniors,17
4691,Campeonato 1941 - Fecha 2,17,Boca Juniors,7,2,Atlanta,13
4692,Campeonato 1940 - Fecha 31,13,Atlanta,0,3,Boca Juniors,17
4693,Campeonato 1940 - Fecha 14,17,Boca Juniors,4,1,Atlanta,13
4694,Campeonato 1939 - Fecha 23,17,Boca Juniors,3,0,Atlanta,13
4695,Campeonato 1939 - Fecha 6,13,Atlanta,2,1,Boca Juniors,17
4696,Campeonato 1938 - Fecha 34,13,Atlanta,1,2,Boca Juniors,17
4697,Campeonato 1938 - Fecha 17,17,Boca Juniors,4,1,Atlanta,13
4698,Campeonato 1937 - Fecha 19,13,Atlanta,2,3,Boca Juniors,17
4699,Campeonato 1937 - Fecha 1,17,Boca Juniors,2,1,Atlanta,13
4700,Campeonato 1936 - Fecha 7,13,Atlanta,2,1,Boca Juniors,17
4701,Copa de Honor 1936 - Fecha 7,17,Boca Juniors,2,2,Atlanta,13
4702,Campeonato 1935 - Fecha 23,17,Boca Juniors,8,0,Atlanta,13
4703,Campeonato 1935 - Fecha 6,13,Atlanta,0,2,Boca Juniors,17
4704,Campeonato 1933 - Fecha 28,17,Boca Juniors,3,1,Atlanta,13
4705,Campeonato 1933 - Fecha 11,13,Atlanta,1,2,Boca Juniors,17
4706,Campeonato 1932 - Fecha 18,17,Boca Juniors,2,1,Atlanta,13
4707,Campeonato 1932 - Fecha 1,13,Atlanta,2,5,Boca Juniors,17
4708,Campeonato 1931 - Fecha 31,17,Boca Juniors,5,2,Atlanta,13
4709,Campeonato 1931 - Fecha 14,13,Atlanta,1,3,Boca Juniors,17
4710,Campeonato 1959 - Fecha 19,13,Atlanta,3,2,Central Cba (R),18
4711,Campeonato 1959 - Fecha 4,18,Central Cba (R),1,1,Atlanta,13
4712,Campeonato 1958 - Fecha 16,18,Central Cba (R),2,0,Atlanta,13
4713,Campeonato 1958 - Fecha 1,13,Atlanta,2,1,Central Cba (R),18
4714,Nacional 1971 - Grupo B,13,Atlanta,4,0,Central Cba (SdE),19
4715,Metropolitano 1984 - Fecha 23,13,Atlanta,1,0,Chacarita,21
4716,Metropolitano 1984 - Fecha 4,21,Chacarita,2,0,Atlanta,13
4717,Metropolitano 1979 - Grupo Descenso,13,Atlanta,0,3,Chacarita,21
4718,Metropolitano 1979 - Grupo Descenso,21,Chacarita,2,0,Atlanta,13
4719,Metropolitano 1979 - Grupo B,13,Atlanta,0,0,Chacarita,21
4720,Metropolitano 1979 - Grupo B,21,Chacarita,0,0,Atlanta,13
4721,Metropolitano 1978 - Fecha 32,21,Chacarita,1,1,Atlanta,13
4722,Metropolitano 1978 - Fecha 11,13,Atlanta,0,0,Chacarita,21
4723,Metropolitano 1977 - Fecha 34,21,Chacarita,1,0,Atlanta,13
4724,Metropolitano 1977 - Fecha 11,13,Atlanta,1,0,Chacarita,21
4725,Metropolitano 1976 - Grupo Descenso,13,Atlanta,2,0,Chacarita,21
4726,Metropolitano 1976 - Fecha Intergrupo,21,Chacarita,3,0,Atlanta,13
4727,Metropolitano 1976 - Fecha Intergrupo,13,Atlanta,1,0,Chacarita,21
4728,Nacional 1976 - Fecha Intergrupo,13,Atlanta,1,1,Chacarita,21
4729,Nacional 1976 - Fecha Intergrupo,21,Chacarita,1,1,Atlanta,13
4730,Metropolitano 1975 - Fecha 30,21,Chacarita,1,1,Atlanta,13
4731,Metropolitano 1975 - Fecha 11,13,Atlanta,1,0,Chacarita,21
4732,Nacional 1975 - Fecha Intergrupo,21,Chacarita,2,1,Atlanta,13
4733,Nacional 1975 - Fecha Intergrupo,13,Atlanta,2,1,Chacarita,21
4734,Metropolitano 1974 - Fecha Intergrupo,13,Atlanta,2,0,Chacarita,21
4735,Metropolitano 1974 - Fecha Intergrupo,21,Chacarita,2,5,Atlanta,13
4736,Nacional 1974 - Fecha Intergrupo,13,Atlanta,2,1,Chacarita,21
4737,Nacional 1974 - Fecha Intergrupo,21,Chacarita,3,0,Atlanta,13
4738,Metropolitano 1973 - Fecha 24,13,Atlanta,0,1,Chacarita,21
4739,Metropolitano 1973 - Fecha 7,21,Chacarita,0,0,Atlanta,13
4740,Nacional 1973 - Fecha Intergrupo,21,Chacarita,1,3,Atlanta,13
4741,Metropolitano 1972 - Fecha 29,13,Atlanta,0,1,Chacarita,21
4742,Metropolitano 1972 - Fecha 12,21,Chacarita,4,1,Atlanta,13
4743,Nacional 1972 - Fecha Intergrupo,13,Atlanta,1,1,Chacarita,21
4744,Metropolitano 1971 - Fecha 25,21,Chacarita,2,1,Atlanta,13
4745,Metropolitano 1971 - Fecha 6,13,Atlanta,2,3,Chacarita,21
4746,Nacional 1971 - Grupo B,13,Atlanta,2,0,Chacarita,21
4747,Metropolitano 1970 - Fecha 5,13,Atlanta,1,1,Chacarita,21
4748,Nacional 1970 - Fecha Intergrupo,21,Chacarita,1,0,Atlanta,13
4749,Nacional 1970 - Fecha Intergrupo,13,Atlanta,0,1,Chacarita,21
4750,Metropolitano 1969 - Grupo A,21,Chacarita,1,0,Atlanta,13
4751,Metropolitano 1969 - Grupo A,13,Atlanta,1,1,Chacarita,21
4752,Metropolitano 1968 - Fecha Intergrupo,21,Chacarita,2,1,Atlanta,13
4753,Metropolitano 1968 - Fecha Intergrupo,13,Atlanta,0,1,Chacarita,21
4754,Metropolitano 1967 - Fecha Intergrupo,21,Chacarita,3,2,Atlanta,13
4755,Metropolitano 1967 - Fecha Intergrupo,13,Atlanta,3,0,Chacarita,21
4756,Nacional 1967 - Grupo Reclasificatorio,13,Atlanta,2,3,Chacarita,21
4757,Nacional 1967 - Grupo Reclasificatorio,21,Chacarita,0,0,Atlanta,13
4758,Campeonato 1966 - Fecha 27,13,Atlanta,3,0,Chacarita,21
4759,Campeonato 1966 - Fecha 8,21,Chacarita,1,0,Atlanta,13
4760,Campeonato 1965 - Fecha 25,21,Chacarita,1,1,Atlanta,13
4761,Campeonato 1965 - Fecha 8,13,Atlanta,0,0,Chacarita,21
4762,Campeonato 1964 - Fecha 17,21,Chacarita,2,1,Atlanta,13
4763,Campeonato 1964 - Fecha 2,13,Atlanta,1,1,Chacarita,21
4764,Campeonato 1963 - Fecha 22,13,Atlanta,0,0,Chacarita,21
4765,Campeonato 1963 - Fecha 9,21,Chacarita,0,2,Atlanta,13
4766,Campeonato 1962 - Fecha 21,21,Chacarita,1,2,Atlanta,13
4767,Campeonato 1962 - Fecha 6,13,Atlanta,0,0,Chacarita,21
4768,Campeonato 1961 - Fecha 18,21,Chacarita,1,0,Atlanta,13
4769,Campeonato 1961 - Fecha 1,13,Atlanta,2,0,Chacarita,21
4770,Campeonato 1960 - Fecha 27,21,Chacarita,1,1,Atlanta,13
4771,Campeonato 1960 - Fecha 12,13,Atlanta,2,5,Chacarita,21
4772,Campeonato 1952 - Fecha 29,13,Atlanta,3,5,Chacarita,21
4773,Campeonato 1952 - Fecha 14,21,Chacarita,5,1,Atlanta,13
4774,Campeonato 1951 - Fecha 22,13,Atlanta,2,1,Chacarita,21
4775,Campeonato 1951 - Fecha 5,21,Chacarita,3,2,Atlanta,13
4776,Campeonato 1950 - Fecha 33,21,Chacarita,4,1,Atlanta,13
4777,Campeonato 1950 - Fecha 16,13,Atlanta,1,0,Chacarita,21
4778,Campeonato 1949 - Fecha 22,21,Chacarita,3,1,Atlanta,13
4779,Campeonato 1949 - Fecha 5,13,Atlanta,2,0,Chacarita,21
4780,Campeonato 1947 - Fecha 26,13,Atlanta,0,4,Chacarita,21
4781,Campeonato 1947 - Fecha 11,21,Chacarita,4,0,Atlanta,13
4782,Campeonato 1946 - Fecha 17,13,Atlanta,1,1,Chacarita,21
4783,Campeonato 1946 - Fecha 2,21,Chacarita,3,1,Atlanta,13
4784,Campeonato 1945 - Fecha 16,13,Atlanta,3,1,Chacarita,21
4785,Campeonato 1945 - Fecha 1,21,Chacarita,2,1,Atlanta,13
4786,Campeonato 1944 - Fecha 30,13,Atlanta,7,2,Chacarita,21
4787,Campeonato 1944 - Fecha 15,21,Chacarita,2,2,Atlanta,13
4788,Campeonato 1943 - Fecha 17,21,Chacarita,2,1,Atlanta,13
4789,Campeonato 1943 - Fecha 2,13,Atlanta,2,1,Chacarita,21
4790,Campeonato 1942 - Fecha 21,13,Atlanta,3,1,Chacarita,21
4791,Campeonato 1942 - Fecha 6,21,Chacarita,2,2,Atlanta,13
4792,Campeonato 1940 - Fecha 7,13,Atlanta,1,6,Chacarita,21
4793,Campeonato 1939 - Fecha 19,21,Chacarita,1,1,Atlanta,13
4794,Campeonato 1939 - Fecha 2,13,Atlanta,0,3,Chacarita,21
4795,Campeonato 1938 - Fecha 33,21,Chacarita,2,2,Atlanta,13
4796,Campeonato 1938 - Fecha 16,13,Atlanta,5,3,Chacarita,21
4797,Campeonato 1937 - Fecha 21,13,Atlanta,1,0,Chacarita,21
4798,Campeonato 1937 - Fecha 3,21,Chacarita,1,1,Atlanta,13
4799,Campeonato 1936 - Fecha 10,21,Chacarita,3,1,Atlanta,13
4800,Copa de Honor 1936 - Fecha 10,13,Atlanta,2,2,Chacarita,21
4801,Campeonato 1935 - Fecha 18,13,Atlanta,2,1,Chacarita,21
4802,Campeonato 1935 - Fecha 1,21,Chacarita,3,0,Atlanta,13
4803,Campeonato 1933 - Fecha 26,13,Atlanta,1,2,Chacarita,21
4804,Campeonato 1933 - Fecha 9,21,Chacarita,1,3,Atlanta,13
4805,Campeonato 1932 - Fecha 21,13,Atlanta,1,3,Chacarita,21
4806,Campeonato 1932 - Fecha 4,21,Chacarita,4,0,Atlanta,13
4807,Campeonato 1931 - Fecha 19,13,Atlanta,1,5,Chacarita,21
4808,Campeonato 1931 - Fecha 2,21,Chacarita,1,3,Atlanta,13
4809,Nacional 1974 - Grupo D,22,Chaco For Ever,0,0,Atlanta,13
4810,Nacional 1974 - Grupo D,13,Atlanta,3,1,Chaco For Ever,22
4811,Nacional 1973 - Grupo B,22,Chaco For Ever,1,1,Atlanta,13
4812,Metropolitano 1979 - Grupo B,13,Atlanta,1,1,Colon,25
4813,Metropolitano 1979 - Grupo B,25,Colon,0,0,Atlanta,13
4814,Metropolitano 1978 - Fecha 25,13,Atlanta,3,1,Colon,25
4815,Metropolitano 1978 - Fecha 4,25,Colon,1,1,Atlanta,13
4816,Nacional 1978 - Grupo D,13,Atlanta,0,1,Colon,25
4817,Nacional 1978 - Grupo D,25,Colon,3,1,Atlanta,13
4818,Metropolitano 1977 - Fecha 26,25,Colon,3,2,Atlanta,13
4819,Metropolitano 1977 - Fecha 3,13,Atlanta,1,1,Colon,25
4820,Metropolitano 1976 - Grupo A,13,Atlanta,0,2,Colon,25
4821,Metropolitano 1976 - Grupo A,25,Colon,1,0,Atlanta,13
4822,Metropolitano 1975 - Fecha 29,13,Atlanta,2,2,Colon,25
4823,Metropolitano 1975 - Fecha 10,25,Colon,3,2,Atlanta,13
4824,Nacional 1975 - Grupo D,25,Colon,4,0,Atlanta,13
4825,Nacional 1975 - Grupo D,13,Atlanta,2,3,Colon,25
4826,Metropolitano 1973 - Fecha 33,13,Atlanta,0,0,Colon,25
4827,Metropolitano 1973 - Fecha 16,25,Colon,1,3,Atlanta,13
4828,Metropolitano 1972 - Fecha 20,13,Atlanta,2,2,Colon,25
4829,Metropolitano 1972 - Fecha 3,25,Colon,2,1,Atlanta,13
4830,Metropolitano 1971 - Fecha 20,25,Colon,1,0,Atlanta,13
4831,Metropolitano 1971 - Fecha 1,13,Atlanta,1,1,Colon,25
4832,Nacional 1971 - Grupo B,25,Colon,2,1,Atlanta,13
4833,Metropolitano 1970 - Fecha 11,25,Colon,2,1,Atlanta,13
4834,Metropolitano 1969 - Grupo A,25,Colon,2,1,Atlanta,13
4835,Metropolitano 1969 - Grupo A,13,Atlanta,4,1,Colon,25
4836,Metropolitano 1969 - Grupo Reclasificatorio,25,Colon,4,1,Atlanta,13
4837,Metropolitano 1969 - Grupo Reclasificatorio,13,Atlanta,3,0,Colon,25
4838,Metropolitano 1968 - Grupo A,13,Atlanta,0,1,Colon,25
4839,Metropolitano 1968 - Grupo A,25,Colon,3,3,Atlanta,13
4840,Metropolitano 1967 - Grupo A,13,Atlanta,2,2,Colon,25
4841,Metropolitano 1967 - Grupo A,25,Colon,2,0,Atlanta,13
4842,Campeonato 1966 - Fecha 34,25,Colon,0,0,Atlanta,13
4843,Campeonato 1966 - Fecha 15,13,Atlanta,5,0,Colon,25
4844,Nacional 1967 - Grupo Reclasificatorio,28,Def. de Belgrano,2,1,Atlanta,13
4845,Nacional 1967 - Grupo Reclasificatorio,13,Atlanta,0,1,Def. de Belgrano,28
4846,Nacional 1967 - Grupo Reclasificatorio,13,Atlanta,4,0,Dep. Español,31
4847,Nacional 1967 - Grupo Reclasificatorio,31,Dep. Español,0,2,Atlanta,13
4848,Metropolitano 1969 - Grupo Reclasificatorio,32,Dep. Moron,1,2,Atlanta,13
4849,Metropolitano 1969 - Grupo Reclasificatorio,13,Atlanta,3,0,Dep. Moron,32
4850,Metropolitano 1968 - Grupo Reclasificatorio,32,Dep. Moron,1,1,Atlanta,13
4851,Metropolitano 1968 - Grupo Reclasificatorio,13,Atlanta,1,0,Dep. Moron,32
4852,Nacional 1973 - Grupo B,13,Atlanta,2,2,Desamparados,34
4853,Metropolitano 1978 - Fecha 42,13,Atlanta,1,2,Estudiantes (BA),36
4854,Metropolitano 1978 - Fecha 21,36,Estudiantes (BA),2,3,Atlanta,13
4855,Metropolitano 1984 - Fecha 32,13,Atlanta,1,4,Estudiantes (LP),37
4856,Metropolitano 1984 - Fecha 13,37,Estudiantes (LP),2,0,Atlanta,13
4857,Torneo Nacional 1984 - Grupo H,37,Estudiantes (LP),3,1,Atlanta,13
4858,Torneo Nacional 1984 - Grupo H,13,Atlanta,1,2,Estudiantes (LP),37
4859,Metropolitano 1979 - Grupo B,37,Estudiantes (LP),1,0,Atlanta,13
4860,Metropolitano 1979 - Grupo B,13,Atlanta,1,1,Estudiantes (LP),37
4861,Metropolitano 1978 - Fecha 26,37,Estudiantes (LP),3,0,Atlanta,13
4862,Metropolitano 1978 - Fecha 5,13,Atlanta,0,4,Estudiantes (LP),37
4863,Metropolitano 1977 - Fecha 43,13,Atlanta,1,0,Estudiantes (LP),37
4864,Metropolitano 1977 - Fecha 20,37,Estudiantes (LP),2,0,Atlanta,13
4865,Metropolitano 1976 - Grupo A,37,Estudiantes (LP),5,0,Atlanta,13
4866,Metropolitano 1976 - Grupo A,13,Atlanta,1,0,Estudiantes (LP),37
4867,Nacional 1976 - Grupo B,37,Estudiantes (LP),3,1,Atlanta,13
4868,Nacional 1976 - Grupo B,13,Atlanta,1,1,Estudiantes (LP),37
4869,Metropolitano 1975 - Fecha 27,13,Atlanta,3,3,Estudiantes (LP),37
4870,Metropolitano 1975 - Fecha 8,37,Estudiantes (LP),2,0,Atlanta,13
4871,Metropolitano 1973 - Fecha 19,37,Estudiantes (LP),1,1,Atlanta,13
4872,Metropolitano 1973 - Fecha 2,13,Atlanta,2,1,Estudiantes (LP),37
4873,Metropolitano 1972 - Fecha 18,13,Atlanta,2,0,Estudiantes (LP),37
4874,Metropolitano 1972 - Fecha 1,37,Estudiantes (LP),2,0,Atlanta,13
4875,Nacional 1972 - Grupo Reclasificatorio,13,Atlanta,1,2,Estudiantes (LP),37
4876,Metropolitano 1971 - Fecha 23,37,Estudiantes (LP),1,0,Atlanta,13
4877,Metropolitano 1971 - Fecha 4,13,Atlanta,4,1,Estudiantes (LP),37
4878,Nacional 1971 - Grupo B,37,Estudiantes (LP),0,1,Atlanta,13
4879,Metropolitano 1970 - Fecha 6,37,Estudiantes (LP),1,2,Atlanta,13
4880,Nacional 1970 - Grupo B,37,Estudiantes (LP),0,1,Atlanta,13
4881,Nacional 1970 - Grupo B,13,Atlanta,1,0,Estudiantes (LP),37
4882,Metropolitano 1968 - Grupo A,13,Atlanta,2,0,Estudiantes (LP),37
4883,Metropolitano 1968 - Grupo A,37,Estudiantes (LP),1,0,Atlanta,13
4884,Metropolitano 1967 - Grupo A,37,Estudiantes (LP),1,0,Atlanta,13
4885,Metropolitano 1967 - Grupo A,13,Atlanta,0,0,Estudiantes (LP),37
4886,Campeonato 1966 - Fecha 29,13,Atlanta,0,2,Estudiantes (LP),37
4887,Campeonato 1966 - Fecha 10,37,Estudiantes (LP),1,1,Atlanta,13
4888,Campeonato 1965 - Fecha 32,37,Estudiantes (LP),0,1,Atlanta,13
4889,Campeonato 1965 - Fecha 15,13,Atlanta,2,1,Estudiantes (LP),37
4890,Campeonato 1964 - Fecha 23,13,Atlanta,2,2,Estudiantes (LP),37
4891,Campeonato 1964 - Fecha 8,37,Estudiantes (LP),1,2,Atlanta,13
4892,Campeonato 1963 - Fecha 24,13,Atlanta,2,1,Estudiantes (LP),37
4893,Campeonato 1963 - Fecha 11,37,Estudiantes (LP),2,1,Atlanta,13
