,date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
0,Nacional 1976 - Grupo C,1,All Boys,2,0,Aldosivi,0
1,Nacional 1976 - Grupo C,0,Aldosivi,4,0,All Boys,1
2,Superliga 2019/20 - Fecha 2,0,Aldosivi,0,0,Argentinos,7
3,Superliga 2018/19 - Fecha 15,7,Argentinos,1,2,Aldosivi,0
4,Torneo 2016 - Fecha 2,0,Aldosivi,3,2,Argentinos,7
5,Campeonato 2015 - Fecha 11,7,Argentinos,0,1,Aldosivi,0
6,Nacional 1975 - Grupo B,7,Argentinos,1,1,Aldosivi,0
7,Nacional 1975 - Grupo B,0,Aldosivi,3,4,Argentinos,7
8,Superliga 2019/20 - Fecha 23,8,Arsenal,4,0,Aldosivi,0
9,Campeonato 2016/17 - Fecha 17,0,Aldosivi,2,1,Arsenal,8
10,Campeonato 2015 - Fecha 7,8,Arsenal,0,3,Aldosivi,0
11,Campeonato 2016/17 - Fecha 15,0,Aldosivi,1,0,Atl Rafaela,10
12,Torneo 2016 - Fecha 15,0,Aldosivi,2,1,Atl Rafaela,10
13,Campeonato 2015 - Fecha 19,10,Atl Rafaela,2,1,Aldosivi,0
14,Superliga 2019/20 - Fecha 4,0,Aldosivi,3,0,Atl Tucuman,11
15,Superliga 2018/19 - Fecha 24,11,Atl Tucuman,1,0,Aldosivi,0
16,Campeonato 2016/17 - Fecha 16,11,Atl Tucuman,0,0,Aldosivi,0
17,Torneo 2016 - Fecha 7,11,Atl Tucuman,1,1,Aldosivi,0
18,Nacional 1975 - Grupo B,11,Atl Tucuman,3,2,Aldosivi,0
19,Nacional 1975 - Grupo B,0,Aldosivi,1,3,Atl Tucuman,11
20,Superliga 2019/20 - Fecha 21,14,Banfield,0,1,Aldosivi,0
21,Superliga 2018/19 - Fecha 11,0,Aldosivi,1,4,Banfield,14
22,Campeonato 2016/17 - Fecha 3,0,Aldosivi,1,3,Banfield,14
23,Campeonato 2015 - Liguilla Sudamericana,14,Banfield,1,1,Aldosivi,0
24,Campeonato 2015 - Liguilla Sudamericana,0,Aldosivi,2,3,Banfield,14
25,Campeonato 2015 - Fecha 12,0,Aldosivi,0,3,Banfield,14
26,Superliga 2018/19 - Fecha 6,0,Aldosivi,2,0,Belgrano,16
27,Campeonato 2016/17 - Fecha 6,16,Belgrano,0,0,Aldosivi,0
28,Campeonato 2015 - Fecha 5,16,Belgrano,0,1,Aldosivi,0
29,Superliga 2019/20 - Fecha 3,17,Boca Juniors,2,0,Aldosivi,0
30,Superliga 2018/19 - Fecha 25,0,Aldosivi,1,1,Boca Juniors,17
31,Campeonato 2016/17 - Fecha 28,0,Aldosivi,0,4,Boca Juniors,17
32,Torneo 2016 - Fecha 11,17,Boca Juniors,4,1,Aldosivi,0
33,Campeonato 2015 - Fecha 13,17,Boca Juniors,0,3,Aldosivi,0
34,Nacional 1975 - Grupo B,17,Boca Juniors,1,2,Aldosivi,0
35,Nacional 1975 - Grupo B,0,Aldosivi,1,4,Boca Juniors,17
36,Superliga 2019/20 - Fecha 19,0,Aldosivi,0,2,Central Cba (SdE),19
37,Nacional 1974 - Grupo C,21,Chacarita,4,1,Aldosivi,0
38,Nacional 1974 - Grupo C,0,Aldosivi,2,2,Chacarita,21
39,Nacional 1975 - Fecha Intergrupo,0,Aldosivi,1,1,Cipolletti,23
40,Nacional 1975 - Fecha Intergrupo,23,Cipolletti,0,1,Aldosivi,0
41,Superliga 2019/20 - Fecha 16,25,Colon,0,2,Aldosivi,0
42,Superliga 2018/19 - Fecha 23,0,Aldosivi,3,0,Colon,25
43,Campeonato 2016/17 - Fecha 1,0,Aldosivi,0,2,Colon,25
44,Campeonato 2015 - Fecha 20,0,Aldosivi,1,1,Colon,25
45,Campeonato 2015 - Fecha 30,26,Crucero (M),0,2,Aldosivi,0
46,Campeonato 2015 - Fecha 24,0,Aldosivi,2,0,Crucero (M),26
47,Superliga 2019/20 - Fecha 10,0,Aldosivi,1,0,Def y Justicia,27
48,Superliga 2018/19 - Fecha 21,0,Aldosivi,0,1,Def y Justicia,27
49,Campeonato 2016/17 - Fecha 9,0,Aldosivi,0,0,Def y Justicia,27
50,Torneo 2016 - Fecha 5,27,Def y Justicia,4,0,Aldosivi,0
51,Campeonato 2015 - Fecha 21,27,Def y Justicia,4,0,Aldosivi,0
52,Nacional 1974 - Grupo C,29,Dep Mandiyu (C),1,1,Aldosivi,0
53,Nacional 1974 - Grupo C,0,Aldosivi,2,0,Dep Mandiyu (C),29
54,Superliga 2019/20 - Fecha 1,37,Estudiantes (LP),1,0,Aldosivi,0
55,Superliga 2018/19 - Fecha 5,37,Estudiantes (LP),0,2,Aldosivi,0
56,Campeonato 2016/17 - Fecha 19,0,Aldosivi,1,4,Estudiantes (LP),37
57,Torneo 2016 - Fecha 4,0,Aldosivi,1,2,Estudiantes (LP),37
58,Campeonato 2015 - Fecha 23,37,Estudiantes (LP),2,1,Aldosivi,0
59,Nacional 1975 - Grupo B,0,Aldosivi,1,0,Ferro,40
60,Nacional 1975 - Grupo B,40,Ferro,3,1,Aldosivi,0
61,Nacional 1974 - Grupo C,0,Aldosivi,0,2,Ferro,40
62,Nacional 1974 - Grupo C,40,Ferro,2,1,Aldosivi,0
63,Superliga 2019/20 - Fecha 13,0,Aldosivi,0,3,Gimnasia (LP),43
64,Superliga 2018/19 - Fecha 20,0,Aldosivi,0,0,Gimnasia (LP),43
65,Campeonato 2016/17 - Fecha 20,43,Gimnasia (LP),1,0,Aldosivi,0
66,Campeonato 2015 - Fecha 9,43,Gimnasia (LP),4,1,Aldosivi,0
67,Nacional 1975 - Grupo B,43,Gimnasia (LP),4,0,Aldosivi,0
68,Nacional 1975 - Grupo B,0,Aldosivi,2,1,Gimnasia (LP),43
69,Superliga 2019/20 - Fecha 11,46,Godoy Cruz,3,2,Aldosivi,0
70,Superliga 2018/19 - Fecha 9,46,Godoy Cruz,2,0,Aldosivi,0
71,Campeonato 2016/17 - Fecha 8,46,Godoy Cruz,3,1,Aldosivi,0
72,Campeonato 2015 - Fecha 8,0,Aldosivi,2,0,Godoy Cruz,46
73,Nacional 1974 - Grupo C,46,Godoy Cruz,2,1,Aldosivi,0
74,Nacional 1974 - Grupo C,0,Aldosivi,3,1,Godoy Cruz,46
75,Superliga 2019/20 - Fecha 20,48,Huracan,0,2,Aldosivi,0
76,Superliga 2018/19 - Fecha 2,0,Aldosivi,2,1,Huracan,48
77,Campeonato 2016/17 - Fecha 23,0,Aldosivi,0,3,Huracan,48
78,Torneo 2016 - Fecha 3,48,Huracan,2,0,Aldosivi,0
79,Campeonato 2015 - Fecha 25,0,Aldosivi,0,0,Huracan,48
80,Nacional 1976 - Grupo C,48,Huracan,4,1,Aldosivi,0
81,Nacional 1976 - Grupo C,0,Aldosivi,0,3,Huracan,48
82,Superliga 2019/20 - Fecha 15,0,Aldosivi,0,0,Independiente,56
83,Superliga 2018/19 - Fecha 22,56,Independiente,2,0,Aldosivi,0
84,Campeonato 2016/17 - Fecha 26,0,Aldosivi,0,0,Independiente,56
85,Campeonato 2015 - Fecha 29,0,Aldosivi,1,0,Independiente,56
86,Nacional 1975 - Grupo B,0,Aldosivi,5,0,Juv. Alianza (SJ),59
87,Nacional 1975 - Grupo B,59,Juv. Alianza (SJ),1,2,Aldosivi,0
88,Superliga 2019/20 - Fecha 17,0,Aldosivi,2,0,Lanus,63
89,Superliga 2018/19 - Fecha 3,63,Lanus,0,1,Aldosivi,0
90,Campeonato 2016/17 - Fecha 4,63,Lanus,0,0,Aldosivi,0
91,Torneo 2016 - Fecha 14,63,Lanus,2,0,Aldosivi,0
92,Campeonato 2015 - Fecha 27,0,Aldosivi,3,1,Lanus,63
93,Superliga 2019/20 - Fecha 7,66,Newells,2,0,Aldosivi,0
94,Superliga 2018/19 - Fecha 13,0,Aldosivi,1,0,Newells,66
95,Campeonato 2016/17 - Fecha 21,0,Aldosivi,0,3,Newells,66
96,Torneo 2016 - Fecha 9,66,Newells,1,1,Aldosivi,0
97,Campeonato 2015 - Fecha 2,0,Aldosivi,0,1,Newells,66
98,Campeonato 2015 - Fecha 26,67,Nueva Chicago,3,1,Aldosivi,0
99,Campeonato 2016/17 - Fecha 30,0,Aldosivi,0,3,Olimpo,68
100,Campeonato 2016/17 - Fecha 24,68,Olimpo,2,0,Aldosivi,0
101,Torneo 2016 - Fecha 12,68,Olimpo,2,1,Aldosivi,0
102,Torneo 2016 - Fecha 1,0,Aldosivi,3,0,Olimpo,68
103,Campeonato 2015 - Fecha 17,68,Olimpo,3,1,Aldosivi,0
104,Liga 2021 - Fecha 1,0,Aldosivi,0,2,Patronato,69
105,Superliga 2019/20 - Fecha 6,0,Aldosivi,1,1,Patronato,69
106,Superliga 2018/19 - Fecha 19,69,Patronato,0,0,Aldosivi,0
107,Campeonato 2016/17 - Fecha 13,0,Aldosivi,1,1,Patronato,69
108,Liga 2021 - Fecha 2,70,Platense,0,1,Aldosivi,0
109,Nacional 1976 - Grupo C,70,Platense,1,2,Aldosivi,0
110,Nacional 1976 - Grupo C,0,Aldosivi,1,1,Platense,70
111,Campeonato 2016/17 - Fecha 10,71,Quilmes,1,0,Aldosivi,0
112,Campeonato 2015 - Fecha 4,0,Aldosivi,1,1,Quilmes,71
113,Liga 2021 - Fecha 3,0,Aldosivi,0,2,Racing Club,73
114,Superliga 2019/20 - Fecha 9,73,Racing Club,2,0,Aldosivi,0
115,Superliga 2018/19 - Fecha 16,0,Aldosivi,1,3,Racing Club,73
116,Campeonato 2016/17 - Fecha 27,73,Racing Club,1,1,Aldosivi,0
117,Torneo 2016 - Fecha 10,0,Aldosivi,2,1,Racing Club,73
118,Campeonato 2015 - Fecha 14,0,Aldosivi,1,2,Racing Club,73
119,Nacional 1974 - Grupo C,0,Aldosivi,3,1,Racing Club,73
120,Nacional 1974 - Grupo C,73,Racing Club,3,1,Aldosivi,0
121,Superliga 2019/20 - Fecha 12,0,Aldosivi,1,2,River Plate,75
122,Superliga 2018/19 - Fecha 10,75,River Plate,1,0,Aldosivi,0
123,Campeonato 2016/17 - Fecha 29,75,River Plate,1,0,Aldosivi,0
124,Campeonato 2015 - Fecha 28,75,River Plate,1,1,Aldosivi,0
125,Liga 2021 - Fecha 4,76,Rosario Central,1,2,Aldosivi,0
126,Superliga 2019/20 - Fecha 14,76,Rosario Central,5,1,Aldosivi,0
127,Superliga 2018/19 - Fecha 17,76,Rosario Central,0,0,Aldosivi,0
128,Campeonato 2016/17 - Fecha 22,76,Rosario Central,2,0,Aldosivi,0
129,Campeonato 2015 - Fecha 16,0,Aldosivi,1,3,Rosario Central,76
130,Nacional 1976 - Grupo C,76,Rosario Central,3,2,Aldosivi,0
131,Nacional 1976 - Grupo C,0,Aldosivi,1,1,Rosario Central,76
132,Superliga 2019/20 - Fecha 22,0,Aldosivi,1,3,San Lorenzo,77
133,Superliga 2018/19 - Fecha 14,0,Aldosivi,2,2,San Lorenzo,77
134,Campeonato 2016/17 - Fecha 25,77,San Lorenzo,0,1,Aldosivi,0
135,Campeonato 2015 - Fecha 10,0,Aldosivi,1,0,San Lorenzo,77
136,Nacional 1975 - Grupo B,0,Aldosivi,0,2,San Lorenzo,77
137,Nacional 1975 - Grupo B,77,San Lorenzo,1,0,Aldosivi,0
138,Nacional 1974 - Grupo C,77,San Lorenzo,3,0,Aldosivi,0
139,Nacional 1974 - Grupo C,0,Aldosivi,0,3,San Lorenzo,77
140,Nacional 1976 - Fecha Intergrupo,78,San Lorenzo (MdP),1,1,Aldosivi,0
141,Nacional 1976 - Fecha Intergrupo,0,Aldosivi,3,1,San Lorenzo (MdP),78
142,Nacional 1974 - Fecha Intergrupo,78,San Lorenzo (MdP),2,3,Aldosivi,0
143,Nacional 1974 - Fecha Intergrupo,0,Aldosivi,1,1,San Lorenzo (MdP),78
144,Nacional 1976 - Grupo C,0,Aldosivi,2,5,San Martin (M),79
145,Nacional 1976 - Grupo C,79,San Martin (M),0,1,Aldosivi,0
146,Superliga 2018/19 - Fecha 18,0,Aldosivi,1,0,San Martin (SJ),80
147,Campeonato 2016/17 - Fecha 7,0,Aldosivi,1,2,San Martin (SJ),80
148,Torneo 2016 - Fecha 8,0,Aldosivi,2,2,San Martin (SJ),80
149,Campeonato 2015 - Fecha 22,0,Aldosivi,2,0,San Martin (SJ),80
150,Superliga 2018/19 - Fecha 8,0,Aldosivi,2,0,San Martin (T),81
151,Nacional 1974 - Grupo C,0,Aldosivi,1,1,San Martin (T),81
152,Nacional 1974 - Grupo C,81,San Martin (T),1,0,Aldosivi,0
153,Campeonato 2016/17 - Fecha 14,84,Sarmiento (J),0,2,Aldosivi,0
154,Campeonato 2015 - Fecha 3,84,Sarmiento (J),2,2,Aldosivi,0
155,Superliga 2019/20 - Fecha 5,88,Talleres (C),2,1,Aldosivi,0
156,Superliga 2018/19 - Fecha 12,88,Talleres (C),0,0,Aldosivi,0
157,Campeonato 2016/17 - Fecha 5,0,Aldosivi,2,1,Talleres (C),88
158,Campeonato 2016/17 - Fecha 18,90,Temperley,1,0,Aldosivi,0
159,Torneo 2016 - Fecha 6,0,Aldosivi,1,1,Temperley,90
160,Campeonato 2015 - Fecha 18,0,Aldosivi,0,0,Temperley,90
161,Superliga 2018/19 - Fecha 4,0,Aldosivi,0,2,Tigre,91
162,Campeonato 2016/17 - Fecha 12,91,Tigre,1,1,Aldosivi,0
163,Torneo 2016 - Fecha 16,91,Tigre,2,0,Aldosivi,0
164,Campeonato 2015 - Fecha 15,91,Tigre,2,1,Aldosivi,0
165,Superliga 2019/20 - Fecha 8,0,Aldosivi,1,2,Union,93
166,Superliga 2018/19 - Fecha 1,93,Union,1,0,Aldosivi,0
167,Campeonato 2016/17 - Fecha 2,93,Union,0,0,Aldosivi,0
168,Torneo 2016 - Fecha 13,0,Aldosivi,1,1,Union,93
169,Campeonato 2015 - Liguilla Sudamericana,93,Union,1,2,Aldosivi,0
170,Campeonato 2015 - Fecha 6,0,Aldosivi,3,3,Union,93
171,Nacional 1976 - Grupo C,0,Aldosivi,1,4,Union,93
172,Nacional 1976 - Grupo C,93,Union,2,0,Aldosivi,0
173,Superliga 2019/20 - Fecha 18,94,Velez,1,1,Aldosivi,0
174,Superliga 2018/19 - Fecha 7,94,Velez,2,0,Aldosivi,0
175,Campeonato 2016/17 - Fecha 11,0,Aldosivi,0,0,Velez,94
176,Campeonato 2015 - Fecha 1,94,Velez,2,0,Aldosivi,0
177,Nacional 1976 - Grupo C,0,Aldosivi,0,0,Velez,94
178,Nacional 1976 - Grupo C,94,Velez,4,1,Aldosivi,0
179,Nacional 1979 - Grupo C,1,All Boys,4,1,Altos Hornos Zapla,3
180,Nacional 1979 - Grupo C,3,Altos Hornos Zapla,0,0,All Boys,1
181,Torneo Final 2014 - Fecha 6,1,All Boys,0,0,Argentinos,7
182,Torneo Inicial 2013 - Fecha 6,7,Argentinos,1,0,All Boys,1
183,Torneo Final 2013 - Fecha 7,7,Argentinos,1,0,All Boys,1
184,Torneo Inicial 2012 - Fecha 7,1,All Boys,0,1,Argentinos,7
185,Torneo Clausura 2012 - Fecha 18,7,Argentinos,1,0,All Boys,1
186,Torneo Apertura 2011 - Fecha 18,1,All Boys,1,0,Argentinos,7
187,Torneo Clausura 2011 - Fecha 12,1,All Boys,0,0,Argentinos,7
188,Torneo Apertura 2010 - Fecha 12,7,Argentinos,1,0,All Boys,1
189,Metropolitano 1980 - Fecha 33,7,Argentinos,3,3,All Boys,1
190,Metropolitano 1980 - Fecha 14,1,All Boys,0,0,Argentinos,7
191,Nacional 1979 - Grupo C,7,Argentinos,2,0,All Boys,1
192,Nacional 1979 - Grupo C,1,All Boys,0,0,Argentinos,7
193,Metropolitano 1978 - Fecha 39,7,Argentinos,1,0,All Boys,1
194,Metropolitano 1978 - Fecha 18,1,All Boys,1,1,Argentinos,7
195,Metropolitano 1977 - Fecha 40,7,Argentinos,3,2,All Boys,1
196,Metropolitano 1977 - Fecha 17,1,All Boys,3,4,Argentinos,7
197,Nacional 1977 - Grupo D,1,All Boys,0,1,Argentinos,7
198,Nacional 1977 - Grupo D,7,Argentinos,1,1,All Boys,1
199,Metropolitano 1976 - Grupo Descenso,1,All Boys,2,2,Argentinos,7
200,Metropolitano 1976 - Fecha Intergrupo,1,All Boys,0,2,Argentinos,7
201,Metropolitano 1976 - Fecha Intergrupo,7,Argentinos,2,0,All Boys,1
202,Nacional 1976 - Fecha Intergrupo,1,All Boys,4,1,Argentinos,7
203,Nacional 1976 - Fecha Intergrupo,7,Argentinos,3,0,All Boys,1
204,Metropolitano 1975 - Fecha 21,1,All Boys,3,1,Argentinos,7
205,Metropolitano 1975 - Fecha 2,7,Argentinos,2,0,All Boys,1
206,Nacional 1975 - Fecha Intergrupo,1,All Boys,3,3,Argentinos,7
207,Nacional 1975 - Fecha Intergrupo,7,Argentinos,2,1,All Boys,1
208,Metropolitano 1974 - Fecha Intergrupo,7,Argentinos,2,1,All Boys,1
209,Metropolitano 1974 - Fecha Intergrupo,1,All Boys,3,0,Argentinos,7
210,Nacional 1974 - Fecha Intergrupo,1,All Boys,1,1,Argentinos,7
211,Nacional 1974 - Fecha Intergrupo,7,Argentinos,0,0,All Boys,1
212,Metropolitano 1973 - Fecha 21,7,Argentinos,0,0,All Boys,1
213,Metropolitano 1973 - Fecha 3,1,All Boys,1,3,Argentinos,7
214,Nacional 1973 - Fecha Intergrupo,1,All Boys,1,3,Argentinos,7
215,Torneo Final 2014 - Fecha 14,1,All Boys,1,1,Arsenal,8
216,Torneo Inicial 2013 - Fecha 14,8,Arsenal,1,1,All Boys,1
217,Torneo Final 2013 - Fecha 19,8,Arsenal,4,0,All Boys,1
218,Torneo Inicial 2012 - Fecha 19,1,All Boys,0,1,Arsenal,8
219,Torneo Clausura 2012 - Fecha 8,1,All Boys,0,2,Arsenal,8
220,Torneo Apertura 2011 - Fecha 8,8,Arsenal,1,2,All Boys,1
221,Torneo Clausura 2011 - Fecha 14,1,All Boys,1,0,Arsenal,8
222,Torneo Apertura 2010 - Fecha 14,8,Arsenal,0,0,All Boys,1
223,Nacional 1978 - Grupo A,9,Atl Ledesma (J),0,0,All Boys,1
224,Nacional 1978 - Grupo A,1,All Boys,2,2,Atl Ledesma (J),9
225,Nacional 1977 - Grupo D,9,Atl Ledesma (J),4,1,All Boys,1
226,Nacional 1977 - Grupo D,1,All Boys,2,0,Atl Ledesma (J),9
227,Torneo Final 2014 - Fecha 1,10,Atl Rafaela,1,1,All Boys,1
228,Torneo Inicial 2013 - Fecha 1,1,All Boys,1,1,Atl Rafaela,10
229,Torneo Final 2013 - Fecha 6,1,All Boys,2,1,Atl Rafaela,10
230,Torneo Inicial 2012 - Fecha 6,10,Atl Rafaela,2,1,All Boys,1
231,Torneo Clausura 2012 - Fecha 3,10,Atl Rafaela,0,1,All Boys,1
232,Torneo Apertura 2011 - Fecha 3,1,All Boys,1,2,Atl Rafaela,10
233,Nacional 1979 - Grupo C,1,All Boys,1,0,Atl Tucuman,11
234,Nacional 1979 - Grupo C,11,Atl Tucuman,1,1,All Boys,1
235,Metropolitano 1979 - Grupo B,13,Atlanta,1,1,All Boys,1
236,Metropolitano 1979 - Grupo B,1,All Boys,4,1,Atlanta,13
237,Metropolitano 1978 - Fecha 35,13,Atlanta,1,1,All Boys,1
238,Metropolitano 1978 - Fecha 14,1,All Boys,0,0,Atlanta,13
239,Metropolitano 1977 - Fecha 25,13,Atlanta,0,1,All Boys,1
240,Metropolitano 1977 - Fecha 2,1,All Boys,1,1,Atlanta,13
241,Nacional 1977 - Grupo D,13,Atlanta,3,0,All Boys,1
242,Nacional 1977 - Grupo D,1,All Boys,2,0,Atlanta,13
243,Metropolitano 1976 - Grupo Descenso,1,All Boys,2,2,Atlanta,13
244,Metropolitano 1976 - Grupo A,1,All Boys,1,2,Atlanta,13
245,Metropolitano 1976 - Grupo A,13,Atlanta,2,2,All Boys,1
246,Metropolitano 1975 - Fecha 35,13,Atlanta,1,0,All Boys,1
247,Metropolitano 1975 - Fecha 16,1,All Boys,3,1,Atlanta,13
248,Metropolitano 1974 - Grupo A,1,All Boys,1,0,Atlanta,13
249,Metropolitano 1974 - Grupo A,13,Atlanta,5,1,All Boys,1
250,Metropolitano 1973 - Fecha 22,13,Atlanta,2,2,All Boys,1
251,Metropolitano 1973 - Fecha 5,1,All Boys,0,2,Atlanta,13
252,Torneo Clausura 2012 - Fecha 7,14,Banfield,0,0,All Boys,1
253,Torneo Apertura 2011 - Fecha 7,1,All Boys,0,1,Banfield,14
254,Torneo Clausura 2011 - Fecha 17,14,Banfield,3,1,All Boys,1
255,Torneo Apertura 2010 - Fecha 17,1,All Boys,2,1,Banfield,14
256,Metropolitano 1978 - Fecha 25,1,All Boys,2,0,Banfield,14
257,Metropolitano 1978 - Fecha 4,14,Banfield,2,2,All Boys,1
258,Metropolitano 1977 - Fecha 45,1,All Boys,0,0,Banfield,14
259,Metropolitano 1977 - Fecha 22,14,Banfield,1,0,All Boys,1
260,Metropolitano 1976 - Grupo Descenso,14,Banfield,1,2,All Boys,1
261,Metropolitano 1976 - Grupo A,14,Banfield,1,0,All Boys,1
262,Metropolitano 1976 - Grupo A,1,All Boys,2,2,Banfield,14
263,Metropolitano 1975 - Fecha 29,1,All Boys,3,5,Banfield,14
264,Metropolitano 1975 - Fecha 10,14,Banfield,2,2,All Boys,1
265,Metropolitano 1974 - Grupo A,1,All Boys,1,0,Banfield,14
266,Metropolitano 1974 - Grupo A,14,Banfield,0,0,All Boys,1
267,Nacional 1974 - Grupo A,14,Banfield,4,2,All Boys,1
268,Nacional 1974 - Grupo A,1,All Boys,3,0,Banfield,14
269,Torneo Final 2014 - Fecha 19,1,All Boys,0,0,Belgrano,16
270,Torneo Inicial 2013 - Fecha 19,16,Belgrano,1,0,All Boys,1
271,Torneo Final 2013 - Fecha 11,16,Belgrano,0,1,All Boys,1
272,Torneo Inicial 2012 - Fecha 11,1,All Boys,1,0,Belgrano,16
273,Torneo Clausura 2012 - Fecha 1,16,Belgrano,0,0,All Boys,1
274,Torneo Apertura 2011 - Fecha 1,1,All Boys,1,1,Belgrano,16
275,Nacional 1977 - Grupo D,16,Belgrano,5,2,All Boys,1
276,Nacional 1977 - Grupo D,1,All Boys,1,1,Belgrano,16
277,Nacional 1974 - Grupo A,1,All Boys,0,2,Belgrano,16
278,Nacional 1974 - Grupo A,16,Belgrano,6,1,All Boys,1
279,Torneo Final 2014 - Fecha 17,1,All Boys,1,3,Boca Juniors,17
280,Torneo Inicial 2013 - Fecha 17,17,Boca Juniors,0,2,All Boys,1
281,Torneo Final 2013 - Fecha 3,1,All Boys,2,0,Boca Juniors,17
282,Torneo Inicial 2012 - Fecha 3,17,Boca Juniors,3,1,All Boys,1
283,Torneo Clausura 2012 - Fecha 19,1,All Boys,3,1,Boca Juniors,17
284,Torneo Apertura 2011 - Fecha 19,17,Boca Juniors,1,0,All Boys,1
285,Torneo Clausura 2011 - Fecha 3,17,Boca Juniors,0,0,All Boys,1
286,Torneo Apertura 2010 - Fecha 3,1,All Boys,2,0,Boca Juniors,17
287,Metropolitano 1980 - Fecha 38,1,All Boys,0,1,Boca Juniors,17
288,Metropolitano 1980 - Fecha 19,17,Boca Juniors,1,1,All Boys,1
289,Metropolitano 1979 - Grupo B,1,All Boys,1,0,Boca Juniors,17
290,Metropolitano 1979 - Grupo B,17,Boca Juniors,2,0,All Boys,1
291,Metropolitano 1978 - Fecha 34,1,All Boys,0,0,Boca Juniors,17
292,Metropolitano 1978 - Fecha 13,17,Boca Juniors,3,0,All Boys,1
293,Metropolitano 1977 - Fecha 31,1,All Boys,1,0,Boca Juniors,17
294,Metropolitano 1977 - Fecha 8,17,Boca Juniors,5,1,All Boys,1
295,Metropolitano 1976 - Grupo A,1,All Boys,1,2,Boca Juniors,17
296,Metropolitano 1976 - Grupo A,17,Boca Juniors,2,0,All Boys,1
297,Metropolitano 1975 - Fecha 37,17,Boca Juniors,7,0,All Boys,1
298,Metropolitano 1975 - Fecha 18,1,All Boys,1,2,Boca Juniors,17
299,Nacional 1974 - Grupo A,17,Boca Juniors,2,1,All Boys,1
300,Nacional 1974 - Grupo A,1,All Boys,1,1,Boca Juniors,17
301,Metropolitano 1973 - Fecha 19,1,All Boys,1,7,Boca Juniors,17
302,Metropolitano 1973 - Fecha 2,17,Boca Juniors,3,1,All Boys,1
303,Nacional 1974 - Grupo A,1,All Boys,1,3,Central Norte (S),20
304,Nacional 1974 - Grupo A,20,Central Norte (S),1,0,All Boys,1
305,Metropolitano 1979 - Grupo B,21,Chacarita,0,0,All Boys,1
306,Metropolitano 1979 - Grupo B,1,All Boys,2,1,Chacarita,21
307,Metropolitano 1978 - Fecha 26,21,Chacarita,1,0,All Boys,1
308,Metropolitano 1978 - Fecha 5,1,All Boys,1,0,Chacarita,21
309,Metropolitano 1977 - Fecha 37,1,All Boys,0,0,Chacarita,21
310,Metropolitano 1977 - Fecha 14,21,Chacarita,3,2,All Boys,1
311,Metropolitano 1976 - Grupo Descenso,1,All Boys,1,1,Chacarita,21
312,Metropolitano 1975 - Fecha 26,21,Chacarita,1,0,All Boys,1
313,Metropolitano 1975 - Fecha 7,1,All Boys,3,3,Chacarita,21
314,Metropolitano 1973 - Fecha 31,21,Chacarita,2,3,All Boys,1
315,Metropolitano 1973 - Fecha 14,1,All Boys,3,4,Chacarita,21
316,Nacional 1973 - Grupo A,21,Chacarita,1,1,All Boys,1
317,Nacional 1975 - Grupo A,23,Cipolletti,4,2,All Boys,1
318,Nacional 1975 - Grupo A,1,All Boys,3,2,Cipolletti,23
319,Nacional 1973 - Grupo A,23,Cipolletti,4,4,All Boys,1
320,Torneo Final 2014 - Fecha 11,25,Colon,1,0,All Boys,1
321,Torneo Inicial 2013 - Fecha 11,1,All Boys,0,0,Colon,25
322,Torneo Final 2013 - Fecha 15,25,Colon,2,0,All Boys,1
323,Torneo Inicial 2012 - Fecha 15,1,All Boys,1,1,Colon,25
324,Torneo Clausura 2012 - Fecha 2,1,All Boys,2,0,Colon,25
325,Torneo Apertura 2011 - Fecha 2,25,Colon,1,1,All Boys,1
326,Torneo Clausura 2011 - Fecha 6,1,All Boys,0,2,Colon,25
327,Torneo Apertura 2010 - Fecha 6,25,Colon,1,1,All Boys,1
328,Metropolitano 1980 - Fecha 35,25,Colon,1,0,All Boys,1
329,Metropolitano 1980 - Fecha 16,1,All Boys,0,2,Colon,25
330,Metropolitano 1979 - Grupo B,25,Colon,0,0,All Boys,1
331,Metropolitano 1979 - Grupo B,1,All Boys,1,3,Colon,25
332,Nacional 1979 - Grupo C,1,All Boys,1,3,Colon,25
333,Nacional 1979 - Grupo C,25,Colon,0,1,All Boys,1
334,Metropolitano 1978 - Fecha 40,1,All Boys,3,0,Colon,25
335,Metropolitano 1978 - Fecha 19,25,Colon,2,0,All Boys,1
336,Metropolitano 1977 - Fecha 29,1,All Boys,1,0,Colon,25
337,Metropolitano 1977 - Fecha 6,25,Colon,4,3,All Boys,1
338,Metropolitano 1976 - Grupo A,1,All Boys,1,1,Colon,25
339,Metropolitano 1976 - Grupo A,25,Colon,1,0,All Boys,1
340,Metropolitano 1975 - Fecha 25,1,All Boys,2,1,Colon,25
341,Metropolitano 1975 - Fecha 6,25,Colon,4,2,All Boys,1
342,Metropolitano 1973 - Fecha 23,1,All Boys,1,0,Colon,25
343,Metropolitano 1973 - Fecha 6,25,Colon,1,1,All Boys,1
344,Nacional 1973 - Grupo A,1,All Boys,2,1,Colon,25
345,Nacional 1974 - Grupo A,34,Desamparados,0,0,All Boys,1
346,Nacional 1974 - Grupo A,1,All Boys,2,2,Desamparados,34
347,Metropolitano 1978 - Fecha 36,1,All Boys,1,1,Estudiantes (BA),36
